,genCQ,expertCQ,cos_score
0,How is data triangulation used in requirements engineering studies?,How has the use of triangulation for research design evolved over time?,0.6963
1,What types of empirical methods are most frequently used in requirements engineering research?,How often are which empirical methods used?,0.6824
2,What role do case studies play in empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6623
3,What types of empirical methods are most frequently used in requirements engineering research?,How many different empirical methods are used per publication?,0.6484
4,What types of empirical methods are most frequently used in requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6388
5,What types of empirical methods are most frequently used in requirements engineering research?,How often are which empirical methods used over time?,0.6276
6,What are the primary sources of requirements in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6119
7,What types of empirical methods are most frequently used in requirements engineering research?,How has the number of empirical methods used per publication evolved over time?,0.6070
8,What are the case study protocols used in empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6030
9,What types of empirical methods are most frequently used in requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6022
10,What are the taxonomies of requirements engineering practices established through empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5974
11,What are the socio-technical aspects considered in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5951
12,What types of empirical methods are most frequently used in requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5867
13,How do empirical studies address requirements validation and verification?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5849
14,What are the primary sources of requirements in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5830
15,How do empirical studies address requirements validation and verification?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5805
16,How do empirical studies contribute to the theory-building in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5801
17,How are requirements prioritized in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5800
18,What are the primary sources of requirements in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5775
19,How do empirical studies contribute to the theory-building in requirements engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5723
20,What are the most cited studies in the field of empirical requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5681
21,What are the foundational theories in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5666
22,How does the application of empirical research in industry differ from academia?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5665
23,How do empirical studies contribute to the theory-building in requirements engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5657
24,How are empirical studies in requirements engineering reviewed and critiqued?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5640
25,How do empirical studies address requirements validation and verification?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5627
26,How do empirical studies address requirements validation and verification?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.5619
27,What are the taxonomies of requirements engineering practices established through empirical research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5616
28,How do empirical studies address requirements validation and verification?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5608
29,What are the primary sources of requirements in empirical studies?,How often are which empirical methods used?,0.5600
30,What methodologies are used to synthesize empirical findings in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5579
31,How does the application of empirical research in industry differ from academia?,How has the proportion of empirical studies evolved over time?,0.5548
32,What are the primary sources of requirements in empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5546
33,What are the socio-technical aspects considered in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5543
34,What are the primary sources of requirements in empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5539
35,What are the most cited studies in the field of empirical requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5537
36,What methodologies are used to synthesize empirical findings in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5532
37,What are the success rates of different requirements engineering methodologies in empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5512
38,What are the most cited studies in the field of empirical requirements engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5500
39,How do empirical studies address the completeness and consistency of requirements?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5496
40,What types of empirical methods are most frequently used in requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5486
41,How does the application of empirical research in industry differ from academia?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5484
42,How does the application of empirical research in industry differ from academia?,How many empirical studies are by authors working for large software development companies?,0.5481
43,What are the taxonomies of requirements engineering practices established through empirical research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5475
44,What are the common tools used for data analysis in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5465
45,What are the primary sources of requirements in empirical studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5464
46,What are the common data collection techniques in empirical requirements engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5435
47,What role do case studies play in empirical requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5428
48,How is stakeholder involvement measured in empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5415
49,What are the primary sources of requirements in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5410
50,How do empirical studies address requirements validation and verification?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5403
51,What types of empirical methods are most frequently used in requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5389
52,What are the primary sources of requirements in empirical studies?,How has the proportion of empirical studies evolved over time?,0.5385
53,How do empirical studies address requirements validation and verification?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5371
54,What role do empirical studies play in the evolution of requirements engineering standards?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5361
55,How are empirical studies in requirements engineering reviewed and critiqued?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5359
56,What role do empirical studies play in the evolution of requirements engineering standards?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5357
57,What are the common data collection techniques in empirical requirements engineering?,How many different empirical methods are used per publication?,0.5352
58,What types of empirical methods are most frequently used in requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5348
59,What are the foundational theories in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5347
60,What types of empirical methods are most frequently used in requirements engineering research?,How often are which statistical methods used?,0.5345
61,How do researchers ensure the reliability and validity of empirical studies in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5342
62,What are the primary sources of requirements in empirical studies?,How many different empirical methods are used per publication?,0.5342
63,What are the success rates of different requirements engineering methodologies in empirical studies?,How many different empirical methods are used per publication?,0.5334
64,How does the application of empirical research in industry differ from academia?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5326
65,How are requirements prioritized in empirical studies?,How often are which empirical methods used?,0.5325
66,How do empirical studies address the completeness and consistency of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5324
67,How do empirical studies contribute to the theory-building in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5321
68,How do empirical studies address requirements validation and verification?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5318
69,What are the common tools used for data analysis in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5315
70,How do empirical studies address the integration of requirements engineering with other phases of software development?,How many empirical studies are by authors working for large software development companies?,0.5311
71,What are the most cited studies in the field of empirical requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
72,How are empirical studies in requirements engineering reviewed and critiqued?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5302
73,How are empirical studies in requirements engineering reviewed and critiqued?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5293
74,What methodologies are used to synthesize empirical findings in requirements engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5292
