,genCQ,expertCQ,cos_score
0,How have empirical studies in RE evolved since the year 2000?,How has the proportion of empirical studies evolved over time?,0.7986
1,In which domains have empirical RE studies been conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7931
2,What are the key trends in the publication of empirical RE studies over the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7882
3,How has the distribution of empirical RE studies evolved geographically over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7641
4,How has the distribution of empirical RE studies evolved geographically over time?,How has the proportion of empirical studies evolved over time?,0.7641
5,Which research methods are most frequently used in empirical RE studies?,How often are which empirical methods used?,0.7620
6,How has the focus of empirical RE research shifted over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7604
7,What are the main research domains covered by empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7541
8,What are the main research questions explored in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7518
9,Which research methods are most frequently used in empirical RE studies?,How often are which empirical methods used over time?,0.7413
10,How have empirical methods advanced the field of RE over the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7336
11,"What is the distribution of research methods (case studies, experiments, surveys) in empirical RE studies?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7315
12,How have empirical studies in RE evolved since the year 2000?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7305
13,What are the emerging areas of interest in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7274
14,Which research methods are most frequently used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7182
15,"How often do empirical studies focus on the initial stages of RE (e.g., elicitation, analysis)?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7124
16,"What is the distribution of research methods (case studies, experiments, surveys) in empirical RE studies?",How has the number of empirical methods used per publication evolved over time?,0.7116
17,Which research methods are most frequently used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7083
18,How are the results of empirical RE studies disseminated within the academic and practitioner communities?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7069
19,How well-documented are the empirical methods and procedures in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7036
20,Which research methods are most frequently used in empirical RE studies?,How many different empirical methods are used per publication?,0.7028
