,genCQ,expertCQ,cos_score
0,What is the role of systematic literature reviews in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7823
1,What types of empirical studies are most common in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7816
2,In what contexts have empirical studies of RE been carried out over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7783
3,What is the role of systematic literature reviews in empirical RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7575
4,What are the primary methods of data analysis in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7557
5,How has the focus of empirical RE research changed since the 1990s?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7450
6,What evidence-based approaches have been adopted in empirical RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7384
7,What are the emerging research areas identified by empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7272
8,What types of empirical studies are most common in RE?,How often are which empirical methods used?,0.7129
9,"How many empirical RE studies are case studies, experiments, or experience reports?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7095
10,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
11,What is the role of systematic literature reviews in empirical RE research?,How many publications are analyzed in (systematic literature) reviews?,0.7076
12,What are the primary methods used in empirical studies to validate RE findings?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7076
13,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
14,What kind of problems do empirical RE studies address?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7011
15,What types of empirical studies are most common in RE?,How has the proportion of empirical studies evolved over time?,0.7002
16,What are the primary methods of data analysis in empirical RE studies?,How often are which empirical methods used?,0.6986
17,What is the most significant empirical finding related to RE in recent years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6983
18,How often are practitioners involved in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6950
19,"How many empirical RE studies are case studies, experiments, or experience reports?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6949
20,What types of empirical studies are most common in RE?,How many different empirical methods are used per publication?,0.6905
21,What are the main trends and future directions suggested by recent empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6877
22,What are the primary domains investigated by empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6865
23,How has the focus of empirical RE research changed since the 1990s?,How has the proportion of empirical studies evolved over time?,0.6842
24,What types of empirical studies are most common in RE?,How often are which empirical methods used over time?,0.6839
25,What are the primary methods of data analysis in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6820
26,What is the distribution of empirical studies in RE per year?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6746
27,What evidence-based approaches have been adopted in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6729
28,What types of empirical studies are most common in RE?,How has the number of empirical methods used per publication evolved over time?,0.6724
29,How often are practitioners involved in empirical RE research?,How often are which empirical methods used over time?,0.6721
30,What is the role of systematic literature reviews in empirical RE research?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.6709
31,What is the distribution of empirical studies in RE per year?,How has the proportion of empirical studies evolved over time?,0.6703
32,"How many empirical RE studies are case studies, experiments, or experience reports?",How many empirical studies are by authors working for large software development companies?,0.6674
33,What is the strength of empirical evidence in empirical RE literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6644
34,How often are practitioners involved in empirical RE research?,How often are which empirical methods used?,0.6618
35,In what contexts have empirical studies of RE been carried out over the years?,How has the proportion of empirical studies evolved over time?,0.6618
36,What are the primary methods of data analysis in empirical RE studies?,How often are which empirical methods used over time?,0.6594
37,What is the role of systematic literature reviews in empirical RE research?,Have the authors done a systematic review of related work?,0.6589
38,Which RE knowledge areas are most addressed by empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6571
39,What are the primary methods used in empirical studies to validate RE findings?,How often are which empirical methods used?,0.6561
40,What are the primary methods of data analysis in empirical RE studies?,How many different empirical methods are used per publication?,0.6514
41,How do empirical RE findings vary across different types of organizations?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6508
42,How does empirical RE research contribute to the replication of studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6494
43,What percentage of empirical RE studies focus on the RE process?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6493
44,What is the strength of empirical evidence in empirical RE literature?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6475
45,How has the focus of empirical RE research changed since the 1990s?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6474
46,What types of empirical studies are most common in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6472
47,What is the strength of empirical evidence in empirical RE literature?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6471
48,In which publication channels have empirical studies of RE been published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6467
49,What is the most significant empirical finding related to RE in recent years?,How has the proportion of empirical studies evolved over time?,0.6466
50,What is the role of systematic literature reviews in empirical RE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6447
51,How has the focus of empirical RE research changed since the 1990s?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6437
52,What is the strength of empirical evidence in empirical RE literature?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6434
53,What is the strength of empirical evidence in empirical RE literature?,How has the proportion of empirical studies evolved over time?,0.6429
54,What are the significant gaps in empirical RE research that need attention?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6421
55,"How many empirical RE studies are case studies, experiments, or experience reports?",How has the proportion of empirical studies evolved over time?,0.6391
56,What systematic mapping studies have been conducted in the context of empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6381
57,What evidence-based approaches have been adopted in empirical RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6373
58,How has the focus of empirical RE research changed since the 1990s?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6366
59,What is the strength of empirical evidence in empirical RE literature?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.6356
