,genCQ,expertCQ,cos_score
0,What trends can be observed in the quality of empirical RE studies over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7704
1,"How frequently are case studies, experiments, and experience reports used in RE empirical research?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7243
2,What is the distribution of empirical studies across different RE sub-areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7231
3,What are the common pitfalls in RE empirical research as identified by systematic reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7199
4,What are the trends and future opportunities in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7167
5,In which context have these empirical studies of RE been carried out over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7130
6,In what way do empirical methods influence the design of RE tools and methodologies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7083
7,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
8,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
9,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
10,Which RE sub-areas are rich or deprived of empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6909
11,What are the common pitfalls in RE empirical research as identified by systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6872
12,What advancements in RE empirical research are highlighted in journal publications?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6845
13,What trends can be observed in the quality of empirical RE studies over the years?,How has the proportion of empirical studies evolved over time?,0.6839
14,What types of empirical studies are needed to fill gaps in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6838
15,"How frequently are case studies, experiments, and experience reports used in RE empirical research?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6823
16,What future directions can be identified from current empirical RE research trends?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6779
17,What methods are most effective in RE empirical data collection?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6776
18,Which RE core areas have seen the most empirical research growth post-2000?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6773
19,What research gaps exist in the empirical study of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6719
20,What is the distribution of empirical studies across different RE sub-areas?,How has the proportion of empirical studies evolved over time?,0.6709
21,What are the common pitfalls in RE empirical research as identified by systematic reviews?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6702
22,What kind of guidelines are most frequently proposed in RE empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6677
23,What methods are most effective in RE empirical data collection?,How often are which empirical methods used?,0.6639
24,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
25,How are empirical studies on RE processes classified by research type?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6610
26,What trends can be observed in the quality of empirical RE studies over the years?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6593
27,What is the frequency of various research types of primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6579
28,How often are RE empirical studies replicated to test previous findings?,How has the proportion of empirical studies evolved over time?,0.6538
29,How often are RE empirical studies replicated to test previous findings?,How often are which empirical methods used over time?,0.6522
30,"How frequently are case studies, experiments, and experience reports used in RE empirical research?","""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6519
31,"How frequently are case studies, experiments, and experience reports used in RE empirical research?",How often are which empirical methods used over time?,0.6518
