,genCQ,expertCQ,cos_score
0,How prevalent are case studies in Requirements Engineering research compared to experiments?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6365
1,Which empirical research methods are most commonly used in Requirements Engineering studies?,How often are which empirical methods used?,0.6357
2,Which empirical research methods are most commonly used in Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6167
3,Which empirical research methods are most commonly used in Requirements Engineering studies?,How many different empirical methods are used per publication?,0.6099
4,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.5976
5,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,How many different empirical methods are used per publication?,0.5934
6,Which empirical research methods are most commonly used in Requirements Engineering studies?,How often are which empirical methods used over time?,0.5924
7,How do empirical research interventions differ across various domains such as finance and information systems?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5836
8,How do empirical research interventions differ across various domains such as finance and information systems?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5816
9,Which empirical research methods yield the most reliable results in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5811
10,How often do researchers replicate studies in Requirements Engineering?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5799
11,How often do researchers replicate studies in Requirements Engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5792
12,How does the empirical research in small and medium-sized enterprises (SMEs) compare to that in large enterprises?,How many empirical studies are by authors working for large software development companies?,0.5777
13,Which empirical research methods are most commonly used in Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5773
14,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5768
15,Which empirical research methods are most commonly used in Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5755
16,Which empirical research methods are most commonly used in Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5752
17,How do empirical studies in Requirements Engineering utilize qualitative versus quantitative data?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5685
18,What are the key metrics used in empirical research to evaluate Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5684
19,Which empirical research methods are most commonly used in Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5672
20,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,How often are which empirical methods used over time?,0.5667
21,Which empirical research methods are most commonly used in Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5650
22,What role do empirical studies play in improving Requirements Engineering processes?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5631
23,How do empirical research interventions differ across various domains such as finance and information systems?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5630
24,How often are new guidelines proposed in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5613
25,Which empirical research methods yield the most reliable results in Requirements Engineering?,How often are which empirical methods used?,0.5566
26,How prevalent are case studies in Requirements Engineering research compared to experiments?,How many empirical studies are by authors working for large software development companies?,0.5562
27,How do empirical studies in Requirements Engineering utilize qualitative versus quantitative data?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5544
28,How do empirical research results impact the development and deployment of Requirements Engineering tools?,How many empirical studies are by authors working for large software development companies?,0.5542
29,How often are new guidelines proposed in empirical Requirements Engineering studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5522
30,What are the commonly reported outcomes of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5519
31,What are the common findings related to Requirements Documentation in empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5508
32,How does the involvement of industry practitioners influence the success of empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5506
33,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5505
34,How do industry practices influence empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5494
35,What are the most commonly used data collection methods in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5489
36,How often are new guidelines proposed in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5487
37,What is the overall trend of empirical research in Requirements Engineering since 2000?,How many empirical studies are by authors working for large software development companies?,0.5484
