,genCQ,expertCQ,cos_score
0,In which contexts have empirical studies of RE been carried out over different periods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7844
1,What are the major findings of systematic literature reviews in RE?,How many publications are analyzed in (systematic literature) reviews?,0.7746
2,What are the most cited empirical studies in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7573
3,What are the major findings of systematic literature reviews in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7493
4,What are the major findings of systematic literature reviews in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7393
5,How are empirical studies categorized within core and sub-areas of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7344
6,What types of data are most commonly analyzed in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7316
7,What are the major findings of systematic literature reviews in RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.7293
8,What are the major findings of systematic literature reviews in RE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.7269
9,How often is the practical application of RE methods assessed in empirical studies?,How often are which empirical methods used?,0.7223
10,How often is the practical application of RE methods assessed in empirical studies?,How often are which empirical methods used over time?,0.7167
11,What have been the methodological contributions to empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7106
12,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7080
13,What methodologies dominate empirical RE research and why?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7073
14,What theoretical frameworks are commonly used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7057
15,How has empirical research in various RE knowledge areas evolved over the years?,How has the proportion of empirical studies evolved over time?,0.7036
16,What variables most influence the success of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6987
17,"How frequently are case studies, experiments, and surveys used as research methods in RE studies?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6987
18,What are the major findings of systematic literature reviews in RE?,Have the authors done a systematic review of related work?,0.6967
19,"What are the issues in replicating empirical RE studies, and how can they be addressed?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6910
20,How often are empirical research results in RE validated and evaluated rigorously?,How often are which empirical methods used over time?,0.6844
21,In which contexts have empirical studies of RE been carried out over different periods?,How often are which empirical methods used over time?,0.6824
