,genCQs,best_expertCQs,best_cos_score
0,What is the quantity of empirical evaluations performed over 29 years of ICSE proceedings?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4876
1,Has the quantity of empirical evaluations increased over the years at ICSE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4555
2,What makes an empirical evaluation considered sound?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5333
3,How is the soundness of empirical evaluations assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5781
4,Has the soundness of empirical evaluations improved over time at ICSE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4459
5,What are common issues in the experimental designs of empirical studies in ICSE proceedings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5509
6,How often do ICSE empirical studies clearly state their hypotheses?,How has the proportion of empirical studies evolved over time?,0.5478
7,What percentage of ICSE empirical studies are replicated?,How has the proportion of empirical studies evolved over time?,0.5162
8,How prevalent are industry-based studies in ICSE empirical evaluations?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.5153
9,What are the recommendations for conducting empirical evaluations according to Basili (1992)?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5733
10,How does Perry et al,Do the authors use other channels to publish their results for making them available to industrial users?,0.292
11,What role does hypothesis specification play in the critique of empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5729
12,How do empirical studies at ICSE report data analysis results?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4774
13,What is the balance between using industrial data and student data in empirical studies at ICSE?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4348
14,How are vested interests and biases addressed in ICSE empirical studies?,How do the authors justify preventing bias in the study results?,0.5211
15,What are the threats to validity in ICSE empirical studies?,What types of threats to validity do the authors report?,0.5802
16,How is the target population defined in ICSE empirical evaluations?,How do the authors justify the selection and combination of empirical methods and design elements?,0.3703
17,What models or frameworks are often used to perform empirical evaluations?,How often are which empirical methods used?,0.629
18,What is the definition of self-confirmatory studies?,Do the authors report the selected context of their study with specific characteristics?,0.5
19,How often are negative results reported in empirical studies at ICSE?,How has the proportion of empirical studies evolved over time?,0.4383
20,What are the primary sources of data in ICSE empirical evaluations?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4483
21,What are the parameters used in defining an empirical evaluation according to the literature?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6376
22,How are empirical evaluation methods and terminologies consistent across ICSE publications?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5227
23,What are the trends in study types for published papers at ICSE over its lifetime?,How often are those who conduct the studies also the authors of the papers?,0.5621
24,How does the investigator’s perspective on study types compare to the author’s perspective in ICSE papers?,Do the authors report the selected context of their study with specific characteristics?,0.5979
25,How has the use of empirical evaluations evolved in software engineering conferences over time?,How many empirical studies are by authors working for large software development companies?,0.527
26,What role do panels and keynote talks play in supporting empirical evaluations at ICSE?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3583
27,How is the experimental context defined in high-quality empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5778
