,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.745
1,What is an interactive software system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.7184
2,What is a complex interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.6452
3,What does make up the user interface of an interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.8163
4,What is a User?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.4444
5,How can a user interact in human–computer interactions?,What are the main types of interaction modalities used in human-computer interaction?,0.7143
6,"Considering intentionality, how can a user interact with an interactive computer system?",What attributes are necessary to describe the interaction between a user and an interactive system?,0.7008
7,Why does a user intentionally interact with an interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.7043
8,What does make up a complex user participation?,What are the main types of interaction modalities used in human-computer interaction?,0.4783
9,What is a human–computer interaction?,What are the main types of interaction modalities used in human-computer interaction?,0.715
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What attributes are necessary to describe the interaction between a user and an interactive system?,0.4993
11,How is a user input processed by an interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.6411
12,How does a user receive an output from an interactive computer system?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.6004
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What attributes are necessary to describe the interaction between a user and an interactive system?,0.6464
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods exist for evaluating the effectiveness of adaptations in interactive systems?,0.4915
