,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of devices are considered input and output mediums in interactive systems?,0.6478
1,What is an interactive software system?,How can user characteristics impact the design of an interactive system?,0.6118
2,What is a complex interactive computer system?,What are the essential elements involved in human-computer interaction?,0.6258
3,What does make up the user interface of an interactive computer system?,How can user characteristics impact the design of an interactive system?,0.7342
4,What is a User?,How can user characteristics impact the design of an interactive system?,0.4275
5,How can a user interact in human–computer interactions?,What are the essential elements involved in human-computer interaction?,0.7022
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user characteristics impact the design of an interactive system?,0.6356
7,Why does a user intentionally interact with an interactive computer system?,How can user characteristics impact the design of an interactive system?,0.67
8,What does make up a complex user participation?,How can user characteristics impact the design of an interactive system?,0.5091
9,What is a human–computer interaction?,What are the essential elements involved in human-computer interaction?,0.7462
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics impact the design of an interactive system?,0.5181
11,How is a user input processed by an interactive computer system?,What types of input modalities can be utilized in an interactive system?,0.6959
12,How does a user receive an output from an interactive computer system?,What types of output modalities can be utilized in an interactive system?,0.6405
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input modalities can be utilized in an interactive system?,0.6713
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential elements involved in human-computer interaction?,0.4974
