,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction (HCI) system?,0.6515
1,What is an interactive software system?,What are the main components of a human-computer interaction (HCI) system?,0.5684
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction (HCI) system?,0.6886
3,What does make up the user interface of an interactive computer system?,What are the main components of a human-computer interaction (HCI) system?,0.7006
4,What is a User?,What types of user profiles need to be considered in adaptive user interface design?,0.4102
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction (HCI) system?,0.6627
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do sensory and motor impairments of users affect the interaction with a computer system?,0.5391
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of a human-computer interaction (HCI) system?,0.539
8,What does make up a complex user participation?,What are the main components of a human-computer interaction (HCI) system?,0.4714
9,What is a human–computer interaction?,What are the main components of a human-computer interaction (HCI) system?,0.7416
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do sensory and motor impairments of users affect the interaction with a computer system?,0.4606
11,How is a user input processed by an interactive computer system?,What are the main components of a human-computer interaction (HCI) system?,0.556
12,How does a user receive an output from an interactive computer system?,What are the different physical devices utilized for input and output in an HCI system?,0.4753
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do different user characteristics influence the choice of input and output modalities?,0.5478
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of a human-computer interaction (HCI) system?,0.453
