,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of human-computer interaction?,0.6309
1,What is an interactive software system?,What is the role of ontologies in adaptive interactive systems?,0.5739
2,What is a complex interactive computer system?,What are the primary components of human-computer interaction?,0.6431
3,What does make up the user interface of an interactive computer system?,What are the key properties needed to describe user-system interactions?,0.6862
4,What is a User?,How can user profiles be represented in the context of human-computer interaction?,0.5442
5,How can a user interact in human–computer interactions?,What are the primary components of human-computer interaction?,0.7131
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key properties needed to describe user-system interactions?,0.5759
7,Why does a user intentionally interact with an interactive computer system?,What are the key properties needed to describe user-system interactions?,0.5912
8,What does make up a complex user participation?,How can user profiles be represented in the context of human-computer interaction?,0.4835
9,What is a human–computer interaction?,What are the primary components of human-computer interaction?,0.7642
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user profiles be represented in the context of human-computer interaction?,0.4966
11,How is a user input processed by an interactive computer system?,What are the primary components of human-computer interaction?,0.52
12,How does a user receive an output from an interactive computer system?,What are the key properties needed to describe user-system interactions?,0.4892
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key properties needed to describe user-system interactions?,0.5212
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components of human-computer interaction?,0.4732
