,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an adaptive interactive system?,0.6529
1,What is an interactive software system?,What are the core components of an adaptive interactive system?,0.5989
2,What is a complex interactive computer system?,What are the core components of an adaptive interactive system?,0.6365
3,What does make up the user interface of an interactive computer system?,What are the core components of an adaptive interactive system?,0.6741
4,What is a User?,What are the benefits of using ontologies for modeling user interactions?,0.322
5,How can a user interact in human–computer interactions?,What are some examples of multimodal interaction in HCI?,0.5958
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user preferences and context be integrated into the adaptation process of interactive systems?,0.5851
7,Why does a user intentionally interact with an interactive computer system?,How can user preferences and context be integrated into the adaptation process of interactive systems?,0.5544
8,What does make up a complex user participation?,What are some examples of multimodal interaction in HCI?,0.3957
9,What is a human–computer interaction?,What are some examples of multimodal interaction in HCI?,0.5576
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user preferences and context be integrated into the adaptation process of interactive systems?,0.4519
11,How is a user input processed by an interactive computer system?,What are the different types of input and output modalities used in interactive systems?,0.6465
12,How does a user receive an output from an interactive computer system?,What are the different types of input and output modalities used in interactive systems?,0.5976
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input and output modalities used in interactive systems?,0.686
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an adaptive interactive system?,0.3904
