,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive ontology in HCI?,0.5694
1,What is an interactive software system?,What are the core components of an interactive ontology in HCI?,0.5544
2,What is a complex interactive computer system?,What are the core components of an interactive ontology in HCI?,0.5845
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive ontology in HCI?,0.5894
4,What is a User?,How does the HCI ontology represent different types of users and their profiles?,0.4224
5,How can a user interact in human–computer interactions?,How is user interaction modeled in an HCI ontology?,0.6109
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is user interaction modeled in an HCI ontology?,0.5124
7,Why does a user intentionally interact with an interactive computer system?,How is user interaction modeled in an HCI ontology?,0.4975
8,What does make up a complex user participation?,How is user interaction modeled in an HCI ontology?,0.4692
9,What is a human–computer interaction?,How is user interaction modeled in an HCI ontology?,0.5543
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user interaction modeled in an HCI ontology?,0.4654
11,How is a user input processed by an interactive computer system?,How is user interaction modeled in an HCI ontology?,0.4779
12,How does a user receive an output from an interactive computer system?,How does an HCI ontology handle multimodal inputs and outputs?,0.4476
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does an HCI ontology handle multimodal inputs and outputs?,0.4822
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user interaction modeled in an HCI ontology?,0.4096
