,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the common design patterns used in adaptive interactive systems?,0.5872
1,What is an interactive software system?,What are the common design patterns used in adaptive interactive systems?,0.5614
2,What is a complex interactive computer system?,What are the common design patterns used in adaptive interactive systems?,0.6081
3,What does make up the user interface of an interactive computer system?,What are the core components of an adaptive user interface?,0.6052
4,What is a User?,How do user characteristics influence the adaptation of user interfaces?,0.3536
5,How can a user interact in human–computer interactions?,What are the primary input and output modalities in human-computer interaction?,0.5822
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can context-aware adaptation improve the usability of interactive systems?,0.5502
7,Why does a user intentionally interact with an interactive computer system?,How can context-aware adaptation improve the usability of interactive systems?,0.5275
8,What does make up a complex user participation?,What are the main challenges in developing ontology-based adaptive systems for diverse user groups?,0.3866
9,What is a human–computer interaction?,What are the primary input and output modalities in human-computer interaction?,0.5794
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user characteristics influence the adaptation of user interfaces?,0.4304
11,How is a user input processed by an interactive computer system?,What are the primary input and output modalities in human-computer interaction?,0.6235
12,How does a user receive an output from an interactive computer system?,What are the primary input and output modalities in human-computer interaction?,0.5539
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary input and output modalities in human-computer interaction?,0.6747
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary input and output modalities in human-computer interaction?,0.4564
