,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the input and output interaction components in an adaptive user interface system?,0.5514
1,What is an interactive software system?,What are the input and output interaction components in an adaptive user interface system?,0.489
2,What is a complex interactive computer system?,What are the input and output interaction components in an adaptive user interface system?,0.52
3,What does make up the user interface of an interactive computer system?,What are the input and output interaction components in an adaptive user interface system?,0.6497
4,What is a User?,What relationships exist between user profiles and interaction modalities in the system?,0.4192
5,How can a user interact in human–computer interactions?,How are multimodal interfaces designed to accommodate different types of user interactions?,0.6302
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are multimodal interfaces designed to accommodate different types of user interactions?,0.529
7,Why does a user intentionally interact with an interactive computer system?,How are multimodal interfaces designed to accommodate different types of user interactions?,0.5439
8,What does make up a complex user participation?,What relationships exist between user profiles and interaction modalities in the system?,0.4367
9,What is a human–computer interaction?,How are multimodal interfaces designed to accommodate different types of user interactions?,0.5088
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How are multimodal interfaces designed to accommodate different types of user interactions?,0.4361
11,How is a user input processed by an interactive computer system?,What are the input and output interaction components in an adaptive user interface system?,0.6213
12,How does a user receive an output from an interactive computer system?,What are the input and output interaction components in an adaptive user interface system?,0.5389
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the input and output interaction components in an adaptive user interface system?,0.6561
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can output modalities be adapted based on a user’s sensory abilities?,0.3616
