,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interactive system in HCI?,0.7693
1,What is an interactive software system?,What are the main components of an interactive system in HCI?,0.7171
2,What is a complex interactive computer system?,What are the main components of an interactive system in HCI?,0.764
3,What does make up the user interface of an interactive computer system?,What are the main components of an interactive system in HCI?,0.7872
4,What is a User?,How can user profiles be represented in an HCI ontology?,0.405
5,How can a user interact in human–computer interactions?,What are the primary modalities used in Human-Computer Interaction (HCI)?,0.633
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interactive system in HCI?,0.5926
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interactive system in HCI?,0.606
8,What does make up a complex user participation?,What are the main components of an interactive system in HCI?,0.4651
9,What is a human–computer interaction?,What are the primary modalities used in Human-Computer Interaction (HCI)?,0.6871
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary modalities used in Human-Computer Interaction (HCI)?,0.4161
11,How is a user input processed by an interactive computer system?,What are the main components of an interactive system in HCI?,0.6451
12,How does a user receive an output from an interactive computer system?,What are the main components of an interactive system in HCI?,0.565
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interactive system in HCI?,0.6245
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modalities used in Human-Computer Interaction (HCI)?,0.429
