,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can interactive systems be designed to support multimodal interfaces using ontologies?,0.5939
1,What is an interactive software system?,How can interactive systems be designed to support multimodal interfaces using ontologies?,0.5938
2,What is a complex interactive computer system?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.6326
3,What does make up the user interface of an interactive computer system?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.6216
4,What is a User?,How can ontologies support the personalization of user interfaces based on user profiles?,0.3318
5,How can a user interact in human–computer interactions?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.6704
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can interactive systems be designed to support multimodal interfaces using ontologies?,0.5469
7,Why does a user intentionally interact with an interactive computer system?,What is the relationship between user actions and system adaptations in HCI?,0.5315
8,What does make up a complex user participation?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.484
9,What is a human–computer interaction?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.7601
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key entities involved in Human-Computer Interaction (HCI)?,0.4507
11,How is a user input processed by an interactive computer system?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.4977
12,How does a user receive an output from an interactive computer system?,How can interactive systems be designed to support multimodal interfaces using ontologies?,0.4356
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.4814
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key entities involved in Human-Computer Interaction (HCI)?,0.4781
