,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7662
1,What is an interactive software system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7106
2,What is a complex interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7537
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7961
4,What is a User?,What is the role of user characteristics in adapting user interfaces?,0.4409
5,How can a user interact in human–computer interactions?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6822
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6157
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.633
8,What does make up a complex user participation?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4621
9,What is a human–computer interaction?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7339
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What is the role of user characteristics in adapting user interfaces?,0.4565
11,How is a user input processed by an interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6555
12,How does a user receive an output from an interactive computer system?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.5399
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.634
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4824
