,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different types of adaptations that can be performed in interactive systems?,0.6491
1,What is an interactive software system?,What are the different types of adaptations that can be performed in interactive systems?,0.6291
2,What is a complex interactive computer system?,What are the core concepts involved in human-computer interaction (HCI)?,0.6351
3,What does make up the user interface of an interactive computer system?,What are the different types of adaptations that can be performed in interactive systems?,0.6591
4,What is a User?,How can user characteristics be captured and represented within an HCI ontology?,0.3902
5,How can a user interact in human–computer interactions?,What are the core concepts involved in human-computer interaction (HCI)?,0.6647
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the different types of adaptations that can be performed in interactive systems?,0.5516
7,Why does a user intentionally interact with an interactive computer system?,What are the different types of adaptations that can be performed in interactive systems?,0.4906
8,What does make up a complex user participation?,What are the core concepts involved in human-computer interaction (HCI)?,0.4781
9,What is a human–computer interaction?,What are the core concepts involved in human-computer interaction (HCI)?,0.7528
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core concepts involved in human-computer interaction (HCI)?,0.4257
11,How is a user input processed by an interactive computer system?,What are the different types of adaptations that can be performed in interactive systems?,0.5405
12,How does a user receive an output from an interactive computer system?,What are the different types of adaptations that can be performed in interactive systems?,0.4734
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of adaptations that can be performed in interactive systems?,0.5321
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core concepts involved in human-computer interaction (HCI)?,0.5035
