,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.5818
1,What is an interactive software system?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.5115
2,What is a complex interactive computer system?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.6438
3,What does make up the user interface of an interactive computer system?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.6344
4,What is a User?,What are the criteria for selecting appropriate interaction modalities based on user characteristics?,0.3008
5,How can a user interact in human–computer interactions?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.6869
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.4994
7,Why does a user intentionally interact with an interactive computer system?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.5069
8,What does make up a complex user participation?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.4879
9,What is a human–computer interaction?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.7497
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.4432
11,How is a user input processed by an interactive computer system?,What are the different types of input modes in HCI systems?,0.492
12,How does a user receive an output from an interactive computer system?,What are the different types of output modes in HCI systems?,0.4561
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.4881
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core concepts that define the interaction in the human-computer interaction (HCI) domain?,0.4766
