,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in HCI?,0.7244
1,What is an interactive software system?,What are the core components of an interactive system in HCI?,0.6682
2,What is a complex interactive computer system?,What are the core components of an interactive system in HCI?,0.7261
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in HCI?,0.7599
4,What is a User?,How can user characteristics be modeled in the context of HCI?,0.4781
5,How can a user interact in human–computer interactions?,What are the core components of an interactive system in HCI?,0.5531
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system in HCI?,0.5546
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system in HCI?,0.5698
8,What does make up a complex user participation?,How can user characteristics be modeled in the context of HCI?,0.4809
9,What is a human–computer interaction?,What are the core components of an interactive system in HCI?,0.6049
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics be modeled in the context of HCI?,0.4182
11,How is a user input processed by an interactive computer system?,How do multimodal interfaces integrate various types of user input and output?,0.6084
12,How does a user receive an output from an interactive computer system?,How do multimodal interfaces integrate various types of user input and output?,0.5551
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do multimodal interfaces integrate various types of user input and output?,0.619
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive system in HCI?,0.4055
