,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.5394
1,What is an interactive software system?,How can the HCI ontology integrate with existing frameworks for adaptive interactive systems?,0.5342
2,What is a complex interactive computer system?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.576
3,What does make up the user interface of an interactive computer system?,What types of user characteristics are essential for adapting user interfaces in HCI?,0.6065
4,What is a User?,What are the logical relationships between user characteristics and interaction modalities in HCI ontology?,0.3772
5,How can a user interact in human–computer interactions?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.6306
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.4877
7,Why does a user intentionally interact with an interactive computer system?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.4532
8,What does make up a complex user participation?,What are the logical relationships between user characteristics and interaction modalities in HCI ontology?,0.4458
9,What is a human–computer interaction?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.6778
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the logical relationships between user characteristics and interaction modalities in HCI ontology?,0.4337
11,How is a user input processed by an interactive computer system?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.4264
12,How does a user receive an output from an interactive computer system?,What types of physical devices are modeled for input and output in the ontology?,0.4049
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of physical devices are modeled for input and output in the ontology?,0.4648
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key concepts in Human-Computer Interaction within the scope of HCI ontology?,0.4499
