,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components involved in human-computer interaction?,0.5932
1,What is an interactive software system?,How can ontologies improve the communication between users and interactive systems?,0.5614
2,What is a complex interactive computer system?,What are the core components involved in human-computer interaction?,0.6203
3,What does make up the user interface of an interactive computer system?,What are the core components involved in human-computer interaction?,0.663
4,What is a User?,How are user abilities and disabilities integrated into the adaptation of user interfaces?,0.3196
5,How can a user interact in human–computer interactions?,What are the core components involved in human-computer interaction?,0.6742
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can ontologies improve the communication between users and interactive systems?,0.5626
7,Why does a user intentionally interact with an interactive computer system?,How can ontologies improve the communication between users and interactive systems?,0.5482
8,What does make up a complex user participation?,What are the core components involved in human-computer interaction?,0.4539
9,What is a human–computer interaction?,What are the core components involved in human-computer interaction?,0.7226
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can ontologies improve the communication between users and interactive systems?,0.4557
11,How is a user input processed by an interactive computer system?,What are the core components involved in human-computer interaction?,0.511
12,How does a user receive an output from an interactive computer system?,How can ontologies improve the communication between users and interactive systems?,0.4642
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are utilized in HCI systems?,0.5172
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components involved in human-computer interaction?,0.4581
