,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4353
1,What is an interactive software system?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4209
2,What is a complex interactive computer system?,What types of multimodal systems are included in the scope of an HCI reference ontology?,0.4748
3,What does make up the user interface of an interactive computer system?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.5838
4,What is a User?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.3357
5,How can a user interact in human–computer interactions?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.5212
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.449
7,Why does a user intentionally interact with an interactive computer system?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4426
8,What does make up a complex user participation?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4342
9,What is a human–computer interaction?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4809
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.4404
11,How is a user input processed by an interactive computer system?,How are input interaction modes defined in ontology-based HCI models?,0.4705
12,How does a user receive an output from an interactive computer system?,How are output interaction modes defined in ontology-based HCI models?,0.4029
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are input interaction modes defined in ontology-based HCI models?,0.4584
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary user characteristics considered for adapting a user interface in the HCI domain?,0.3819
