,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.8225
1,What is an interactive software system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.756
2,What is a complex interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.7756
3,What does make up the user interface of an interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.8517
4,What is a User?,How are user actions and behaviors categorized within an interactive system?,0.3752
5,How can a user interact in human–computer interactions?,What are the key elements of an interactive system in the context of human-computer interaction?,0.7078
6,"Considering intentionality, how can a user interact with an interactive computer system?",What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,0.6857
7,Why does a user intentionally interact with an interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.6826
8,What does make up a complex user participation?,How are user actions and behaviors categorized within an interactive system?,0.4739
9,What is a human–computer interaction?,What are the key elements of an interactive system in the context of human-computer interaction?,0.7264
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What kinds of user-system interactions are essential for triggering adaptations in an interactive environment?,0.4993
11,How is a user input processed by an interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.6973
12,How does a user receive an output from an interactive computer system?,What are the key elements of an interactive system in the context of human-computer interaction?,0.5704
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key elements of an interactive system in the context of human-computer interaction?,0.6692
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key elements of an interactive system in the context of human-computer interaction?,0.5015
