,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.7167
1,What is an interactive software system?,What are the essential components of an interactive system in the HCI domain?,0.6686
2,What is a complex interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.7233
3,What does make up the user interface of an interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.7382
4,What is a User?,How can user profiles be represented and utilized in an adaptive HCI system?,0.3862
5,How can a user interact in human–computer interactions?,How can user-system interactions be modeled and represented semantically in HCI?,0.6571
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user-system interactions be modeled and represented semantically in HCI?,0.5949
7,Why does a user intentionally interact with an interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.585
8,What does make up a complex user participation?,What are the essential components of an interactive system in the HCI domain?,0.4797
9,What is a human–computer interaction?,What are the essential components of an interactive system in the HCI domain?,0.6167
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user-system interactions be modeled and represented semantically in HCI?,0.427
11,How is a user input processed by an interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.5846
12,How does a user receive an output from an interactive computer system?,What are the essential components of an interactive system in the HCI domain?,0.5108
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the essential components of an interactive system in the HCI domain?,0.5701
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential components of an interactive system in the HCI domain?,0.4199
