,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is the user-system interaction structured in an ontology to enable adaptation?,0.4497
1,What is an interactive software system?,How is the user-system interaction structured in an ontology to enable adaptation?,0.4616
2,What is a complex interactive computer system?,What types of physical and logical interaction resources can be captured in an HCI ontology?,0.4832
3,What does make up the user interface of an interactive computer system?,What are the relationships between user characteristics and interface parameters in an HCI ontology?,0.5306
4,What is a User?,What are the relationships between user characteristics and interface parameters in an HCI ontology?,0.3295
5,How can a user interact in human–computer interactions?,How can context-aware interaction be incorporated into an HCI ontology?,0.519
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is the user-system interaction structured in an ontology to enable adaptation?,0.4594
7,Why does a user intentionally interact with an interactive computer system?,How is the user-system interaction structured in an ontology to enable adaptation?,0.4372
8,What does make up a complex user participation?,"How can user characteristics (e.g., abilities, preferences, skills) be modeled in an HCI ontology?",0.3601
9,What is a human–computer interaction?,How can multimodal interactions be modeled in an HCI ontology?,0.4591
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is the user-system interaction structured in an ontology to enable adaptation?,0.3784
11,How is a user input processed by an interactive computer system?,How is the user-system interaction structured in an ontology to enable adaptation?,0.4321
12,How does a user receive an output from an interactive computer system?,"How are output modalities (e.g., screen display, audio feedback) defined in an HCI ontology?",0.4008
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is the user-system interaction structured in an ontology to enable adaptation?,0.426
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,"How can user characteristics (e.g., abilities, preferences, skills) be modeled in an HCI ontology?",0.332
