,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How does the ontology model and support multimodal interaction systems?,0.514
1,What is an interactive software system?,How does the ontology model and support multimodal interaction systems?,0.4926
2,What is a complex interactive computer system?,How does the ontology model and support multimodal interaction systems?,0.5337
3,What does make up the user interface of an interactive computer system?,How does the ontology model and support multimodal interaction systems?,0.5107
4,What is a User?,How can user profiles be represented and utilized in the ontology for adaptive interfaces?,0.3877
5,How can a user interact in human–computer interactions?,How does the ontology model and support multimodal interaction systems?,0.5225
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the ontology model and support multimodal interaction systems?,0.4539
7,Why does a user intentionally interact with an interactive computer system?,How does the ontology model and support multimodal interaction systems?,0.432
8,What does make up a complex user participation?,How does the ontology model and support multimodal interaction systems?,0.3605
9,What is a human–computer interaction?,How does the ontology model and support multimodal interaction systems?,0.4834
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the ontology model and support multimodal interaction systems?,0.3493
11,How is a user input processed by an interactive computer system?,How does the ontology model and support multimodal interaction systems?,0.4436
12,How does a user receive an output from an interactive computer system?,How does the ontology handle input and output modalities?,0.365
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the ontology handle input and output modalities?,0.4312
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How are user characteristics (like sensory and motor abilities) encoded in the ontology?,0.325
