,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is user information represented in an HCI system?,0.4822
1,What is an interactive software system?,How are user actions modeled in adaptive HCI systems?,0.4513
2,What is a complex interactive computer system?,What are the main components of an HCI system?,0.5056
3,What does make up the user interface of an interactive computer system?,How is user information represented in an HCI system?,0.5817
4,What is a User?,What are the different types of user profiles in HCI?,0.4578
5,How can a user interact in human–computer interactions?,How are user actions modeled in adaptive HCI systems?,0.5382
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are user actions modeled in adaptive HCI systems?,0.5005
7,Why does a user intentionally interact with an interactive computer system?,How are user actions modeled in adaptive HCI systems?,0.491
8,What does make up a complex user participation?,How is user information represented in an HCI system?,0.4577
9,What is a human–computer interaction?,What role does the Semantic Web play in HCI systems?,0.4842
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How are user actions modeled in adaptive HCI systems?,0.4182
11,How is a user input processed by an interactive computer system?,How do multimodal HCI systems manage input/output devices?,0.5448
12,How does a user receive an output from an interactive computer system?,How do multimodal HCI systems manage input/output devices?,0.531
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do multimodal HCI systems manage input/output devices?,0.5588
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How are user actions modeled in adaptive HCI systems?,0.4309
