,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.5947
1,What is an interactive software system?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.5322
2,What is a complex interactive computer system?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.6551
3,What does make up the user interface of an interactive computer system?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.6227
4,What is a User?,How do user modeling and reasoning mechanisms enhance HCI systems?,0.3479
5,How can a user interact in human–computer interactions?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.6534
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do user modeling and reasoning mechanisms enhance HCI systems?,0.524
7,Why does a user intentionally interact with an interactive computer system?,How do user modeling and reasoning mechanisms enhance HCI systems?,0.5477
8,What does make up a complex user participation?,How do user modeling and reasoning mechanisms enhance HCI systems?,0.5166
9,What is a human–computer interaction?,What are the main entities involved in Human-Computer Interaction (HCI)?,0.7667
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user modeling and reasoning mechanisms enhance HCI systems?,0.5234
11,How is a user input processed by an interactive computer system?,What is the role of input modes in HCI systems?,0.5435
12,How does a user receive an output from an interactive computer system?,How do output modes contribute to user interaction in HCI?,0.5726
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What is the role of input modes in HCI systems?,0.5362
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user modeling and reasoning mechanisms enhance HCI systems?,0.4545
