,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the various modalities involved in Human-Computer Interaction?,0.6369
1,What is an interactive software system?,What are the various modalities involved in Human-Computer Interaction?,0.5321
2,What is a complex interactive computer system?,What are the various modalities involved in Human-Computer Interaction?,0.6612
3,What does make up the user interface of an interactive computer system?,What are the various modalities involved in Human-Computer Interaction?,0.694
4,What is a User?,How are user profiles modeled in HCI ontology?,0.4295
5,How can a user interact in human–computer interactions?,What are the various modalities involved in Human-Computer Interaction?,0.761
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can a user’s physical abilities influence their interaction with a computer system?,0.6199
7,Why does a user intentionally interact with an interactive computer system?,How can a user’s physical abilities influence their interaction with a computer system?,0.6471
8,What does make up a complex user participation?,What are the various modalities involved in Human-Computer Interaction?,0.5279
9,What is a human–computer interaction?,What are the various modalities involved in Human-Computer Interaction?,0.7912
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the various modalities involved in Human-Computer Interaction?,0.5462
11,How is a user input processed by an interactive computer system?,What are the various modalities involved in Human-Computer Interaction?,0.5471
12,How does a user receive an output from an interactive computer system?,How can a user’s physical abilities influence their interaction with a computer system?,0.5287
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can a user’s physical abilities influence their interaction with a computer system?,0.5452
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can a user’s physical abilities influence their interaction with a computer system?,0.4983
