,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core concepts involved in human-computer interaction?,0.61
1,What is an interactive software system?,How are user actions and system responses modeled in HCI systems?,0.5367
2,What is a complex interactive computer system?,What are the core concepts involved in human-computer interaction?,0.6554
3,What does make up the user interface of an interactive computer system?,What are the core concepts involved in human-computer interaction?,0.6513
4,What is a User?,How can user profiles be described in the context of human-computer interaction?,0.5804
5,How can a user interact in human–computer interactions?,What are the core concepts involved in human-computer interaction?,0.7234
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are user actions and system responses modeled in HCI systems?,0.5676
7,Why does a user intentionally interact with an interactive computer system?,How are user actions and system responses modeled in HCI systems?,0.5695
8,What does make up a complex user participation?,What are the core concepts involved in human-computer interaction?,0.4846
9,What is a human–computer interaction?,What are the core concepts involved in human-computer interaction?,0.7763
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user profiles be described in the context of human-computer interaction?,0.4775
11,How is a user input processed by an interactive computer system?,How are user actions and system responses modeled in HCI systems?,0.5724
12,How does a user receive an output from an interactive computer system?,How are user actions and system responses modeled in HCI systems?,0.5453
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are user actions and system responses modeled in HCI systems?,0.5794
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core concepts involved in human-computer interaction?,0.527
