,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is the user-system interaction represented in ontologies?,0.5518
1,What is an interactive software system?,How is the user-system interaction represented in ontologies?,0.5491
2,What is a complex interactive computer system?,What are the benefits of multimodal interaction systems?,0.5751
3,What does make up the user interface of an interactive computer system?,How is the user-system interaction represented in ontologies?,0.617
4,What is a User?,What role does user modeling play in HCI?,0.4362
5,How can a user interact in human–computer interactions?,How does context influence user interaction in HCI?,0.5879
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is the user-system interaction represented in ontologies?,0.5209
7,Why does a user intentionally interact with an interactive computer system?,How is the user-system interaction represented in ontologies?,0.5346
8,What does make up a complex user participation?,What role does user modeling play in HCI?,0.5384
9,What is a human–computer interaction?,What are the benefits of multimodal interaction systems?,0.515
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What role does user modeling play in HCI?,0.4747
11,How is a user input processed by an interactive computer system?,How is the user-system interaction represented in ontologies?,0.5384
12,How does a user receive an output from an interactive computer system?,How is the user-system interaction represented in ontologies?,0.4833
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is the user-system interaction represented in ontologies?,0.5437
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the benefits of multimodal interaction systems?,0.4033
