,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive adaptive system?,0.6301
1,What is an interactive software system?,What are the core components of an interactive adaptive system?,0.5732
2,What is a complex interactive computer system?,What are the core components of an interactive adaptive system?,0.6141
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive adaptive system?,0.6557
4,What is a User?,What are the main user modeling techniques supported by the ontology?,0.3987
5,How can a user interact in human–computer interactions?,How does the system determine which interaction modalities to use for a specific user?,0.5502
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the system determine which interaction modalities to use for a specific user?,0.4981
7,Why does a user intentionally interact with an interactive computer system?,How does the system determine which interaction modalities to use for a specific user?,0.5381
8,What does make up a complex user participation?,How does the system determine which interaction modalities to use for a specific user?,0.4459
9,What is a human–computer interaction?,What are the main challenges in designing an ontology for human-computer interaction?,0.5053
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the system determine which interaction modalities to use for a specific user?,0.4619
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive adaptive system?,0.5513
12,How does a user receive an output from an interactive computer system?,What are the core components of an interactive adaptive system?,0.4384
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of an interactive adaptive system?,0.5384
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive adaptive system?,0.3793
